F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,Label
1.2449,5.6222,10.446,19.608,27.092,13.673,7.5488,3.3392,41.983,15.946,34.028,26.291,30.335,26.12,22.633,11.936,13.828,13.378,11.668,15.133,2.5373,18.913,13.626,25.69,12.765,6.0378,24.868,14.163,9.9135,15.502,5.5795,3,Parallel
10.374,39.52,6.5964,30.523,16.734,3.8701,26.194,26.31,23.869,19.134,13.546,28.545,48.656,6.8883,20.351,12.517,48.615,25.737,11.195,3.9978,35.525,19.714,24.496,17.899,20.202,20.127,14.711,42.002,15.276,15.98,24.237,3,Parallel
16.92,16.251,15.845,14.931,3.3826,7.2021,31.328,9.1042,4.0689,2.271,13.628,16.244,7.2668,29.85,17.858,15.34,16.607,31.234,5.0691,20.97,24.169,13.037,13.314,17.298,34.647,8.4478,17.322,13.51,3.8603,9.9274,28.669,3,Parallel
5.329,13.261,34.904,5.4314,37.301,22.058,23.417,21.908,17.31,9.4746,17.54,18.01,2.6606,13.307,21.681,12.27,15.164,11.929,25.061,2.4856,25.646,12.209,13.468,14.448,19.221,10.702,18.717,10.381,19.077,19.852,17.434,3,Parallel
3.8014,36.148,7.332,40.831,32.088,22.555,11.356,5.7666,8.8036,18.709,34.571,6.2603,30.74,15.251,9.6469,17.506,19.621,23.288,20.241,18.116,11.649,14.609,15.401,11.187,31.267,39.995,21.437,12.031,9.4239,29.106,1.1096,3,Parallel
2.462,20.99,34.647,9.027,28.163,32.843,22.185,30.052,7.5814,28.954,9.9908,19.815,14.81,21.594,20.073,9.1124,44.499,9.034,24.781,16.568,9.7676,25.124,17.468,26.283,10.948,30.685,39.891,34.132,19.61,15.099,26.53,3,Parallel
12.588,5.8412,18.5,29.002,5.8277,27.782,22.35,17.189,26.862,57.913,44.085,50.446,37.841,19.044,14.132,27.115,9.5747,19.586,23.013,6.3112,0.83405,27.484,24.167,30.194,28.422,24.919,7.8082,7.9138,11.5,25.755,23.311,3,Parallel
12.486,32.658,13.821,13.983,10.75,6.2745,16.001,14.871,37.973,23.048,32.121,8.7481,21.776,5.9501,23.184,9.4427,17.432,19.476,22.099,12.196,27.23,32.737,19.421,23.392,17.279,24.71,19.726,35.401,13.27,7.3859,17.723,3,Parallel
13.018,18.707,10.622,23.849,0.37877,9.0095,24.57,12.845,39.037,4.3039,3.8291,28.188,24.08,33.749,50.125,14.431,13.134,18.819,43.276,8.7356,36.823,12.597,17.488,34.086,27.975,14.218,2.523,21.583,31.606,30.284,32.906,3,Parallel
20.984,27.877,14.406,10.498,17.604,14.035,10.238,5.4924,15.379,12.781,16.515,21.916,6.3815,5.8232,12.035,13.341,27.322,18.333,17.859,15.295,24.192,9.9457,18.452,2.706,15.275,23.702,13.108,9.0384,20.731,28.265,9.8048,3,Parallel
20.656,20.79,10.102,19.826,17.945,18.841,12.611,8.1693,29.999,14.071,13.453,15.457,37.554,21.423,4.7223,8.3277,17.044,4.9419,5.8083,10.787,13.984,9.9248,21.361,33.822,7.1322,8.7152,10.507,14.382,11.549,23.703,28.42,3,Parallel
31.193,15.811,11.854,6.3284,8.6393,23.4,36.628,9.5602,8.8094,30.907,10.299,6.5397,10.894,3.8883,10.424,20.547,27.978,17.335,16.688,24.022,13.058,11.879,6.3905,19.541,15.88,8.6074,14.742,9.2272,9.9398,30.027,23.15,3,Parallel
23.807,23.584,13.776,17.839,9.1463,16.619,11.38,14.384,22.384,13.234,13.647,17.371,18.893,12.818,12.657,7.7784,16.967,26.962,3.9653,18.094,14.349,17.242,7.0857,16.839,17.05,16.33,14.277,9.7906,11.734,22.81,14.38,3,Parallel
6.402,36.472,13.712,9.0205,9.5709,8.8741,20.382,33.297,15.383,5.6031,28.469,9.9154,8.4401,18.028,15.201,11.929,14.689,11.102,23.532,14.156,10.386,25.672,9.0203,3.3603,21.681,8.2175,3.2827,18.128,6.5054,26.885,11.679,3,Parallel
21.348,24.27,14.452,8.9901,3.2194,17.185,29.755,15.035,39.406,13.918,6.4591,12.943,13.454,6.5172,16.449,10.327,31.81,25.448,36.551,3.8853,17.326,23.941,16.649,23.065,16.43,33.752,28.841,8.6572,16.211,26.007,20.919,3,Parallel
1.017,9.053,22.181,12.55,9.4097,14.971,9.8738,8.1907,25.292,10.997,5.7478,4.1615,12.373,13.351,16.806,4.4915,13.348,20.176,3.6763,12.139,17.547,3.8881,6.8873,18.2,2.235,21.062,11.398,25.375,9.0523,26.076,28.132,3,Parallel
0.048281,14.687,21.624,26.751,23.72,8.3099,30.387,41.269,9.2287,18.871,42.259,5.9814,31.654,29.852,24.504,34.747,19.406,13.161,7.669,10.365,8.2445,30.73,20.693,20.581,29.007,31.964,26.991,45.933,19.854,22.245,23.811,3,Parallel
45.917,32.871,51.028,16.565,44.969,42.882,29.443,28.534,37.947,22.795,45.331,24.619,10.215,36.148,28.837,68.39,42.808,51.791,38.191,62.338,22.466,20.727,28.13,32.309,29.013,20.621,52.632,7.571,55.952,31.646,33.989,3,Parallel
8.8596,7.2899,11.321,7.2329,13.417,12.825,22.821,3.9623,7.2046,29.023,13.03,9.2177,15.384,24.748,2.0326,6.0682,27.201,1.7184,10.619,13.981,10.985,7.6129,13.604,15.117,18.595,26.701,5.603,20.733,5.0543,10.094,6.2525,3,Parallel
0.0712,11.408,11.469,10.563,5.255,22.49,14.526,6.2228,10.672,13.121,12.104,9.0524,11.614,19.781,15.526,26.125,20.127,14.531,20.506,15.953,13.903,8.9926,3.5099,25.643,14.269,18.286,7.7623,3.8469,16.859,5.5778,13.826,3,Parallel
45.77,23.713,40.061,14.719,16.06,17.056,11.567,7.1123,13.898,21.607,26.658,22.14,35.651,6.7857,31.68,8.1135,46.692,27.983,28.651,21.223,25.978,13.806,25.767,22.179,25.012,23.545,9.1833,22.352,25.954,26.77,1.8855,3,Parallel
14.084,14.172,10.223,12.325,2.9182,8.4173,20.381,13.594,19.662,50.671,17.817,14.447,10.794,27.061,40.611,22.992,45.287,17.304,5.8719,40.803,32.365,42.725,15.602,14.805,7.534,33.213,38.52,28.606,33.82,11.819,22.491,3,Parallel
23.313,22.497,31.972,4.5114,17.229,8.8416,28.8,24.895,13.806,11.466,18.689,36.765,23.026,29.719,7.2536,15.928,13.494,37.036,12.364,9.3047,13.537,16.51,17.581,28.476,13.344,29.889,31.594,13.859,9.2987,18.941,20.748,3,Parallel
4.642,4.959,11.66,17.639,26.843,10.334,3.6344,5.6552,18.424,11.625,19.574,15.605,17.565,21.913,23.508,18.506,18.032,20.178,21.596,9.9731,17.012,21.485,18.12,12.305,10.334,11.984,11.271,3.6819,16.033,3.4445,12.086,3,Parallel
0.5945,16.821,16.669,14.197,25.325,5.0918,16.166,11.303,19.387,18.109,2.1755,23.846,1.5893,7.6737,14.853,20.756,20.831,12.306,14.843,8.5158,5.4614,9.0759,9.246,1.6901,23.081,15.532,7.5832,11.322,11.002,14.644,2.2166,3,Parallel
26.626,58.716,59.659,25.988,14.869,20.608,45.165,45.891,18.183,46.167,13.752,14.252,59.937,53.041,73.768,14.699,42.39,10.449,35.33,27.459,24.608,34.211,90.403,42.518,73.484,47.709,72.536,53.176,41.481,76.261,46.483,3,Parallel
47.73,34.52,43.87,14.84,39.059,31.599,15.43,100.65,11.188,9.6126,5.9669,63.761,58.237,29.325,20.518,10.383,40.9,17.335,33.455,55.938,54.066,29.686,55.059,81.45,20.675,82.243,70.273,30.95,30.306,20.124,36.559,3,Parallel
7.3557,22.275,11.367,16.694,16.905,23.068,7.8279,13.3,6.7412,15.523,15.945,15.327,11.807,10.989,19.233,16.173,12.059,30.777,16.534,2.0362,15.706,20.683,13.024,5.7043,4.8501,21.791,17.582,11.565,26.348,23.115,10.456,3,Parallel
21.009,30.196,30.816,12.129,43.392,22.317,50.484,14.342,27.129,13.12,28.755,31.163,25.099,34.357,15.86,12.976,41.059,22.321,28.694,23.421,7.0295,17.492,19.182,39.076,13.142,6.8722,28.91,31.541,22.487,13.923,9.3806,3,Parallel
15.954,9.6798,18.492,10.889,8.5989,11.58,16.704,17.218,12.696,22.464,8.2494,5.2888,10.663,12.8,13.703,11.935,31.704,20.795,16.151,15.162,2.258,10.703,2.7422,27.396,8.065,2.8261,9.0207,11.704,16.413,3.1807,8.2785,3,Parallel
20.026,11.031,29.315,24.711,12.545,8.995,6.1195,11.304,13.089,9.3762,8.1315,15.52,16.465,10.275,6.7191,24.761,24.411,16.902,16.865,17.138,1.266,23.179,8.3097,10.723,1.2029,18.38,14.576,18.728,11.03,18.003,10.871,3,Parallel
20.676,12.37,27.484,34.348,21.331,15.812,16.481,11.118,33.214,15.949,35.764,19.95,29.489,20.503,8.8853,15.401,46.656,10.498,21.293,12.988,42.361,33.373,32.55,31.725,25.089,16.942,16.988,5.8476,3.138,35.482,7.7995,3,Parallel
1.9649,6.2864,26.495,24.564,5.7906,31.56,12.14,7.5355,18.63,13.472,17.36,20.268,34.514,14.914,6.2351,30.309,32.957,16.216,27.72,25.49,10.398,18.311,20.086,9.9178,9.5568,18.095,24.342,4.4558,18.388,26.087,22.615,3,Parallel
2.7216,7.7013,5.3567,6.0983,18.15,32.665,23.702,9.3045,27.213,19.673,19.897,28.371,11.564,12.924,27.87,27.575,32.435,18.262,36.35,30.51,7.2029,19.142,14.134,19.407,15.129,3.3472,15.218,14.227,19.726,5.3699,14.131,3,Parallel
6.2231,13.844,5.2392,13.299,8.4816,26.267,4.2081,3.2116,21.601,22.466,18.3,16.494,12.045,14.859,35.377,16.339,13.447,15.388,20.903,12.138,21.449,8.2513,13.061,16.355,2.2726,13.354,17.417,2.2912,18.123,19.477,15.752,3,Parallel
10.935,10.606,13.009,3.2548,14.752,6.4771,27.788,6.6119,9.5509,30.431,30.211,5.0198,20.243,16.904,5.4297,12.413,20.915,8.9513,27.342,8.2543,11.031,11.902,24.473,7.7052,11.315,16.652,25.595,6.5627,27.558,19.199,29.236,3,Parallel
9.0152,14.31,13.164,15.531,10.635,12.688,11.056,6.7429,5.3164,11.72,23.636,31.938,8.0186,6.3072,12.915,3.1104,7.5951,17.966,21.304,12.497,9.9965,17.539,11.859,9.2671,8.3224,14.809,34.969,24.293,6.5917,25.389,1.6257,3,Parallel
1.674,8.722,12.853,25.979,23.571,59.01,12.512,24.747,18.06,10.796,11.502,25.933,27.151,13.698,11.471,8.2297,10.553,9.3213,29.939,15.266,7.2484,27.631,29.698,4.1216,30.709,6.6192,15.241,15.767,39.911,19.894,16.681,3,Parallel
6.6903,5.1138,8.053,9.9699,34.176,32.928,14.809,39.366,6.1616,14.181,20.289,13.948,25.74,24.832,8.6401,22.117,8.3933,40.219,5.6525,16.955,24.549,11.17,3.2209,48.507,7.1239,33.197,29.781,23.158,46.142,15.834,32.973,3,Parallel
4.6592,16.886,16.309,1.7312,17.433,6.4839,11.241,15.278,14.259,13.799,24.28,12.414,15.334,17.464,4.8083,29.251,9.8172,10.878,24.229,10.465,16.827,13.23,21.786,16.624,11.323,11.932,12.522,11.744,11.55,11.901,8.8033,3,Parallel
4.9295,14.843,9.3422,6.2081,29.754,8.663,25.718,9.1087,28.253,7.7629,28.62,1.768,26.844,23.783,9.625,18.207,4.5052,15.428,12.732,36.7,30.995,23.825,14.576,9.0587,10.721,10.171,18.545,16.333,7.3481,23.296,36.472,3,Parallel
23.207,10.221,21.938,13.514,26.108,17.369,7.7068,8.5712,21.631,4.029,14.971,13.864,13.552,7.543,25.87,17.731,8.4423,15.836,26.327,3.0832,15.694,9.2002,22.162,29.668,24.525,21.211,0.36575,23.817,17.932,12.065,4.5702,3,Parallel
14.384,13.625,24.631,2.5729,8.4624,34.65,9.7422,38.765,27.071,13.46,24.67,20.842,21.263,26.932,13.064,9.6373,12.996,8.1805,29.457,15.014,7.133,16.301,33.713,29.558,23.413,6.1839,27.713,33.253,19.205,6.7159,10.255,3,Parallel
4.1129,17.344,10.753,18.659,13.71,12.996,12.202,4.0971,17.983,21.015,18.963,17.501,2.7535,16.494,11.566,6.958,14.154,12.719,5.0392,19.654,9.9451,12.098,6.2197,19.895,15.868,14.474,12.365,6.419,6.424,19.798,8.5401,3,Parallel
2.4441,14.85,5.011,8.3503,14.19,23.714,17.591,13.634,25.081,12.115,22.691,14.992,6.0553,3.0526,8.2012,14.317,24.072,17.046,23.261,10.006,14.653,19.305,25.822,19.908,16.098,28.304,20.04,4.5386,28.256,26.151,10.848,3,Parallel
31.772,9.5817,4.7931,15.73,19.913,38.036,18.392,33.366,13.273,13.308,17.368,3.0031,1.5865,21.629,34.301,18.333,12.294,37.078,6.0095,30.931,13.946,5.0157,42.235,22.189,22.906,36.515,12.731,27.538,21.76,19.575,23.69,3,Parallel
7.047,11.128,39.161,11.529,28.559,8.3037,17.877,18.636,7.2948,12.709,14.337,13.792,15.861,27.357,32.233,9.5642,22.385,16.877,14.135,8.1275,22.235,10.288,9.6128,15.713,6.217,0.47649,24.27,14.91,28.474,18.074,12.376,3,Parallel
20.895,11.272,15.468,11.653,2.2903,16.156,22.998,3.798,21.935,7.8561,17.29,14.818,8.6676,15.016,15.779,8.488,16.773,14.031,17.252,46.092,7.9414,6.7158,11.919,16.78,2.1182,16.413,35.532,18.088,9.383,6.0217,3.8267,3,Parallel
18.603,11.531,28.096,34.668,25.089,14.72,26.704,22.728,13.234,9.5516,31.194,17.362,5.5278,20.796,12.944,2.0597,12.548,26.24,8.6139,2.6871,8.2401,24.984,15.053,7.5642,24.558,31.721,23.636,15.32,19.945,8.6992,25.827,3,Parallel
12.027,34.211,8.0353,19.107,14.555,5.4078,14.011,9.6658,24.747,29.4,27.059,15.964,14.624,15.748,19.714,18.482,10.085,16.594,14.702,4.4604,14.297,12.775,17.079,17.284,7.109,16.417,2.8285,35.036,31.408,27.237,17.1,3,Parallel
39.322,47.515,49.054,50.358,19.672,47.189,33.433,64.668,44.697,12.23,36.745,31.516,53.097,19.305,49.84,26.365,40.139,91.327,18.791,16.458,25.756,17.473,67.328,35.122,16.812,29.152,20.822,28.659,44.702,49.289,24.386,3,Parallel
5.6575,18.545,52.049,20.078,15.955,20.931,28.209,24.592,10.6,21.751,18.009,13.587,12.011,12.521,7.5003,9.8247,10.094,28.595,26.343,24.569,41.612,33.615,22.174,31.941,2.198,12.179,12.185,15.288,37.365,24.178,21.93,3,Parallel
19.729,30.754,42.856,3.2631,7.5311,28.074,3.5226,11.706,34.891,26.436,26.51,28.356,36.754,36.631,19.644,42.669,36.126,16.584,19.929,35.6,3.3511,10.349,18.965,22.765,15.42,25.815,10.431,7.5968,30.502,31.693,20.443,3,Parallel
3.7611,14.789,18.885,9.4767,16.12,10.1,5.829,24.85,13.403,12.413,5.2069,28.792,25.782,10.483,10.03,5.1929,13.624,12.884,6.3243,9.6599,43.319,33.35,3.4612,13.23,11.596,8.4413,10.781,19.851,8.7768,14.007,14.776,3,Parallel
4.8198,14.163,18.012,10.771,7.6412,38.548,26.682,10.225,3.98,17.611,7.5032,17.842,32.988,10.031,4.6068,21.806,20.011,20.76,14.28,6.7115,11.036,14.473,13.753,29.941,18.627,14.775,19.163,11.43,7.4797,15.447,11.653,3,Parallel
85.232,42.757,49.533,33.306,61.672,12.813,11.954,40.626,16.084,19.077,36.945,33.008,5.711,25.928,51.105,30.993,12.961,45.339,51.552,45.943,28.263,37.037,33.491,40.922,38.162,27.177,22.718,56.691,46.868,22.588,44.001,3,Parallel
5.9516,14.076,10.4,10.671,24.138,11.635,17.881,14.876,15.634,6.2177,22.901,14.53,20.054,7.4755,9.1128,24.204,37.532,14.702,4.269,3.7965,13.001,20.282,17.282,16.084,36.808,12.419,9.323,10.932,16.713,18.095,22.492,3,Parallel
21.313,6.8733,14.757,14.147,22.988,5.7504,18.416,26.626,17.178,18.442,8.913,5.7128,8.4414,12.948,11.984,5.0355,11.441,28.917,10.144,18.796,8.7975,23.174,23.92,12.526,29.854,17.693,16.587,11.559,11.74,7.3791,21.504,3,Parallel
1.107,10.356,20.348,21.06,22.107,24.614,22.063,17.92,22.351,13.427,20.206,12.382,11.724,5.112,4.0232,22.49,42.051,7.5552,7.3969,15.9,32.85,13.174,13.788,13.189,6.7809,36.729,18.87,9.1101,40.208,13.301,28.609,3,Parallel
11.319,54.945,21.88,6.2459,18.934,62.559,62.732,46.234,19.479,25.669,75.969,22.122,17.607,42.924,12.168,79.392,55.02,60.829,54.04,25.246,19.179,25.857,35.765,22.003,39.808,23.027,25.529,34.898,60.067,10.933,43.285,3,Parallel
7.4667,13.9,30.328,24.524,11.821,22.911,27.129,28.791,38.562,6.2369,6.464,32.038,29.228,21.781,7.2678,5.9535,10.783,6.9596,13.959,31.727,4.9817,28.459,13.29,13.98,21.167,12.723,18.43,27.174,22.773,4.859,12.539,3,Parallel
23.904,7.2289,10.243,7.232,12.864,11.681,23.239,27.115,35.742,6.1867,2.206,5.5429,8.6802,3.9953,4.7866,18.412,14.029,22.895,25.543,9.0565,16.895,13.408,14.23,23.155,14.085,14.116,14.945,20.523,3.1981,9.6181,35.139,3,Parallel
14.749,18.99,24.258,27.024,17.651,14.898,28.005,35.152,23.225,25.704,35.516,8.5003,28.25,6.0207,26.217,7.4082,24.487,36.192,28.054,25.066,18.716,8.364,10.042,3.0725,19.709,48.065,34.063,3.6809,29.491,14.562,7.6288,3,Parallel
36.681,28.153,12.583,34.47,34.073,17.898,44.003,46.765,65.783,20.279,23.981,20.977,51.702,33.413,29.854,39.899,13.756,3.0755,20.001,28.644,78.393,34.65,25.108,20.975,25.405,36.558,17.659,3.4048,53.771,48.06,36.963,3,Parallel
38.116,22.436,13.906,18.138,26.921,31.601,10.379,32.047,25.718,32.5,29.644,11.671,20.245,17.004,6.0808,29.987,9.5849,19.651,12.105,27.279,3.3595,29.072,4.905,26.798,16.941,36.048,6.9206,12.528,4.3984,6.7886,8.4503,3,Parallel
20.742,20.008,3.4761,20.281,4.6038,6.7247,13.962,23.166,18.029,17.685,10.559,21.193,1.4242,9.1178,8.9039,19.813,21.28,5.3534,12.433,10.785,6.3571,20.414,10.782,10.856,18.655,7.6917,8.9108,10.548,2.065,3.2621,14.007,3,Parallel
14.222,25.306,22.411,25.034,31.058,18.517,21.04,10.633,12.391,15.466,13.113,7.8292,18.871,15.196,2.299,21.311,9.3303,10.89,23.242,19.085,9.9771,5.9761,11.819,21.03,5.1427,17.453,26.126,14.691,2.642,11.603,15.853,3,Parallel
7.3861,11.622,7.0948,28.586,18.485,11.805,8.5902,7.1714,9.375,9.74,31.035,7.3375,29.536,3.1536,17.048,48.767,9.6675,7.6319,12.603,14.277,14.555,23.268,13.919,10.24,20.994,5.2327,12.171,10.822,0.53676,5.5672,18.325,3,Parallel
10.848,27.385,24.514,18.318,10.752,21.435,20.201,10.918,37.284,11.832,19.785,20.476,6.5857,9.3118,28.833,8.9977,32.544,12.577,12.691,5.9631,20.697,12.609,13.713,19.619,30.772,40.114,26.686,30.743,33.396,8.939,49.576,3,Parallel
13.638,21.693,13.661,16.322,12.284,24.3,18.876,30.451,14.797,35.729,13.603,9.0994,25.98,18.566,20.57,24.17,19.356,38.455,55.786,21.162,19.125,19.825,43.735,10.432,50.477,23.321,34.808,17.174,19.19,10.925,25.699,3,Parallel
10.359,7.0525,6.4402,11.248,14.344,13.768,3.4897,27.06,5.163,28.373,8.1827,11.561,27.975,18.319,31.629,16.482,6.7893,6.8257,24.024,4.6249,9.4804,15.2,19.98,23.165,7.5544,16.305,27.852,30.598,9.7122,26.167,11.226,3,Parallel
32.512,19.384,24.76,15.816,21.588,15.184,17.122,24.02,24.959,10.954,11.873,15.404,10.68,19.567,24.215,6.7838,4.7114,27.843,16.845,20.733,12.111,9.7766,1.2033,11.963,25.068,16.797,17.684,7.7853,5.8882,8.8089,30.903,3,Parallel
10.036,11.506,33.041,18.458,11.773,20.621,12.084,11.902,20.114,14.25,23.865,15.664,7.7673,8.0604,22.418,11.058,19.884,25.995,17.926,25.932,4.15,12.442,12.989,11.574,11.516,15.754,24.059,22.1,26.52,6.1404,19.762,3,Parallel
44.945,24.872,17.856,5.1323,8.9208,7.7284,8.19,19.306,7.1683,14.226,25.827,17.48,11.975,8.3905,12.124,18.039,11.36,20.012,31.563,10.52,14.088,5.9357,14.536,18.92,17.311,12.067,15.22,24.449,4.156,1.5957,27.439,3,Parallel
12.725,12.699,14.05,20.176,13.789,31.907,16.656,32.569,13.915,16.074,22.738,13.05,0.6073,9.2509,10.015,24.32,3.1547,8.8535,15.193,12.148,21.521,8.7305,11.462,21.21,6.3521,5.2608,18.836,15.374,9.6065,12.541,25.699,3,Parallel
32.165,14.682,13.023,3.1434,12.884,13.076,22.86,16.962,25.87,21.203,3.5709,12.806,13.581,13.416,17.782,7.4177,3.8451,12.916,3.7038,10.444,29.879,18.016,14.453,15.586,7.411,2.809,11.477,3.0236,19.26,5.5759,22.482,3,Parallel
13.545,6.5179,12.687,4.1487,28.067,20.157,13.356,24.972,21.346,14.482,23.869,11.218,15.315,17.62,6.7762,24.952,17.961,9.2903,30.651,19.689,28.068,22.682,21.121,40.352,13.163,9.7777,11.551,25.292,9.1506,7.6962,29.071,3,Parallel
20.287,14.181,54.538,42.476,33.281,10.632,21.01,24.883,17.775,17.87,33.858,28.28,48.868,51.549,29.015,29.417,38.323,22.783,52.701,32.722,38.232,22.738,40.38,4.7657,23.114,28.369,27.134,34.28,21.856,20.324,36.747,3,Parallel
4.6404,17.639,26.719,11.434,13.27,29.153,25.824,27.638,17.714,26.715,11.507,9.6737,35.771,15.999,21.381,16.956,31.644,25.503,24.632,17.7,46.08,26.723,15.058,7.9315,25.291,39.147,20.379,8.6415,22.158,18.622,9.827,3,Parallel
12.193,13.906,5.9955,19.488,6.5475,14.53,17.882,17.657,19.91,6.561,16.824,10.146,14.275,8.2958,6.6523,9.2407,13.181,4.364,15.838,13.212,9.4866,12.804,22.434,6.1878,12.938,3.5329,9.0625,17.872,3.2419,4.5205,19.037,3,Parallel
19.431,11.449,24.08,9.6514,14.915,10.37,2.3637,11.927,19.696,11.948,19.527,5.3231,25.241,18.103,15.369,8.1186,29.511,9.0504,27.229,5.0611,25.221,13.286,23.398,21.685,22.315,23.384,45.303,15.564,13.578,25.78,30.272,3,Parallel
16.16,10.051,6.8598,35.12,11.238,11.119,11.67,18.699,16.117,16.268,18.72,13.422,3.186,7.3698,30.797,25.416,4.8263,5.1952,6.6845,10.085,32.911,9.2983,15.353,18.369,25.745,14.075,28.644,25.458,12.937,26.634,22.328,3,Parallel
5.3214,10.451,16.252,16.372,18.967,36.421,40.447,16.12,33.604,18.083,42.226,1.3184,16.475,5.7225,4.1828,9.3564,16.645,21.052,18.285,27.6,30.494,23.641,28.995,10.381,14.126,25.74,21.254,12.998,52.633,23.558,38.959,3,Parallel
35.269,25.461,26.876,14.569,5.1737,20.801,11.169,7.2476,17.232,27.599,10.404,3.9898,13,7.5631,20.978,6.5153,21.721,4.3872,28.247,16.919,3.9628,8.6196,23.655,21.862,13.614,5.8161,6.7133,16.456,20.251,6.3906,7.0782,3,Parallel
0.035355,32.682,14.001,31.924,25.882,9.0515,7.7314,16.239,14.286,7.2153,1.1398,16.62,24.632,15.171,17.41,8.9629,17.582,6.3503,4.4676,9.6754,28.448,17.124,15.5,18.624,14.385,4.8241,12.448,16.191,14.97,25.075,31.759,3,Parallel
0.60014,6.4432,31.156,17.158,26.35,15.329,14.65,12.705,1.8696,22.433,32.554,22.644,7.0978,34.67,21.274,3.7358,19.753,15.441,11.03,15.952,19.922,4.8409,14.242,18.747,19.918,8.8663,14.192,9.1339,13.194,20.007,17.725,3,Parallel
8.1388,7.6352,12.407,20.107,8.2154,10.482,7.3515,16.136,5.3735,12.158,17.067,27.564,8.1508,13.475,8.6593,7.3557,5.9352,10.844,5.8037,0.59784,6.8054,8.8887,4.3695,19.505,26.88,17.649,22.257,17.281,23.078,16.708,15.305,3,Parallel
22.234,26.349,35.169,27.02,55.734,38.189,4.0392,23.28,31.547,27.709,8.1836,32.053,47.047,7.1223,17.452,56.227,29.318,34.818,10.084,34.745,13.188,17.796,4.4325,10.514,30.645,35.273,34.955,28.166,29.826,10.257,30.907,3,Parallel
30.417,22.684,5.6134,7.7403,24.19,14.125,33.875,14.719,23.26,3.385,18.948,9.3991,18.43,9.4159,10.105,22.079,11.098,7.6382,11.459,26.152,26.354,14.28,20.428,17.217,11.448,19.022,10.077,5.852,19.789,24.323,16.374,3,Parallel
4.6366,10.992,13.598,1.9489,9.6681,5.4018,33.635,8.0711,14.029,19.543,11.071,22.761,6.9836,0.78249,13.923,16.046,6.2575,25.436,13.27,18.684,13.181,21.608,32.926,6.8291,18.943,12.722,9.1264,6.1643,15.34,8.9656,11.844,3,Parallel
10.969,27.702,33.45,11.806,6.8084,16.379,22.139,13.506,10.101,9.445,6.0077,11.442,8.9841,19.004,8.6364,15.453,16.441,0.54858,17.922,20.33,7.1917,23.793,15.747,8.7139,18.273,11.68,26.685,7.816,20.55,21.083,20.692,3,Parallel
0.18363,10.126,43.308,17.931,16.543,15.974,21.637,6.9049,2.6871,15.999,17.892,1.4011,8.5971,7.819,14.66,24.26,33.46,9.1382,9.8603,24.306,16.072,36.372,30.002,12.951,19.365,52.924,2.4604,18.619,25.604,25.131,9.5074,3,Parallel
5.2533,18.026,18.033,12.002,25.561,13.296,33.796,26.021,5.8718,31.453,22.491,19.307,8.6883,24.262,10.092,11.017,24.975,6.8427,26.409,16.188,12.589,11.887,28.014,24,23.235,26.321,30.754,9.2771,18.596,10.477,23.107,3,Parallel
20.693,22.961,2.2429,21.394,22.627,10.104,12.357,24.501,16.487,17.205,28.1,17.432,7.9693,22.831,22.833,12.603,11.755,14.594,9.0082,17.427,32.619,11.052,15.331,22.669,4.5374,11.385,40.233,26.066,35.377,28.325,23.747,3,Parallel
7.2648,9.1724,15.738,8.0435,17.573,13.816,12.771,20.456,32.632,17.197,33.117,20.866,21.955,16.094,14.13,14.137,9.6422,19.351,20.249,10.43,7.4302,23.458,19.451,7.8088,10.995,9.282,23.543,16.423,7.7503,10.92,26.366,3,Parallel
0.55726,30.04,9.6596,17.37,40.832,18.506,22.847,28.686,41.049,7.8056,19.657,19.422,11.018,21.012,18.897,20.165,30.276,16.553,40.797,35.842,37.222,16.107,17.93,23.215,30.779,12.505,44.518,24.501,20.89,27.708,18.772,3,Parallel
29,19.774,12.484,12.783,19.598,17.356,26.925,14.822,16.182,6.0536,25.739,28.724,5.1171,9.3049,26.362,30.126,11.553,12.749,5.9646,15.284,14.523,13.37,10.683,15.549,11.555,8.7707,21.758,4.2272,4.6526,13.494,26.534,3,Parallel
